,SC,GPDM,SSDATE,GPLB
2653,1,600766,19961028,沪市主板A股
2654,1,600767,19961115,沪市主板A股
2655,1,600768,19961111,沪市主板A股
2656,1,600769,19961101,沪市主板A股
2657,1,600770,19961120,沪市主板A股
2658,1,600771,19961105,沪市主板A股
2659,1,600773,19961108,沪市主板A股
2660,1,600774,19961108,沪市主板A股
2661,1,600775,19961118,沪市主板A股
2662,1,600776,19961126,沪市主板A股
2663,1,600777,19961121,沪市主板A股
2664,1,600778,19961203,沪市主板A股
2665,1,600779,19961206,沪市主板A股
2666,1,600780,19961205,沪市主板A股
2667,1,600781,19961218,沪市主板A股
2668,1,600782,19961225,沪市主板A股
2669,1,600783,19961225,沪市主板A股
2670,1,600784,19961225,沪市主板A股
2671,1,600785,19970108,沪市主板A股
2672,1,600787,19970121,沪市主板A股
2673,1,600789,19970226,沪市主板A股
2674,1,600790,19970228,沪市主板A股
2675,1,600791,19970130,沪市主板A股
2676,1,600792,19970123,沪市主板A股
2677,1,600793,19970220,沪市主板A股
2678,1,600794,19970306,沪市主板A股
2679,1,600795,19970318,沪市主板A股
2680,1,600796,19970408,沪市主板A股
2681,1,600797,19970418,沪市主板A股
2682,1,600798,19970423,沪市主板A股
2683,1,600800,19931206,沪市主板A股
2684,1,600801,19940103,沪市主板A股
2685,1,600802,19940103,沪市主板A股
2686,1,600803,19940103,沪市主板A股
2687,1,600804,19940103,沪市主板A股
2688,1,600805,19940103,沪市主板A股
2689,1,600806,19940103,沪市主板A股
2690,1,600807,19940103,沪市主板A股
2691,1,600808,19940106,沪市主板A股
2692,1,600809,19940106,沪市主板A股
2693,1,600810,19940106,沪市主板A股
2694,1,600811,19940106,沪市主板A股
2695,1,600812,19940114,沪市主板A股
2696,1,600814,19940114,沪市主板A股
2697,1,600815,19940128,沪市主板A股
2698,1,600816,19940128,沪市主板A股
2699,1,600817,19940128,沪市主板A股
2700,1,600818,19940128,沪市主板A股
2701,1,600819,19940128,沪市主板A股
2702,1,600820,19940128,沪市主板A股
2703,1,600821,19940128,沪市主板A股
2704,1,600822,19940204,沪市主板A股
2705,1,600823,19940204,沪市主板A股
2706,1,600824,19940204,沪市主板A股
2707,1,600825,19940204,沪市主板A股
2708,1,600826,19940204,沪市主板A股
2709,1,600827,19940204,沪市主板A股
2710,1,600828,19940224,沪市主板A股
2711,1,600829,19940224,沪市主板A股
2712,1,600830,19940224,沪市主板A股
2713,1,600831,19940224,沪市主板A股
2714,1,600832,19940224,沪市主板A股
2715,1,600833,19940224,沪市主板A股
2716,1,600834,19940224,沪市主板A股
2717,1,600835,19940224,沪市主板A股
2718,1,600836,19940224,沪市主板A股
2719,1,600837,19940224,沪市主板A股
2720,1,600838,19940224,沪市主板A股
2721,1,600839,19940311,沪市主板A股
2722,1,600841,19940311,沪市主板A股
2723,1,600843,19940311,沪市主板A股
2724,1,600844,19940311,沪市主板A股
2725,1,600845,19940311,沪市主板A股
2726,1,600846,19940311,沪市主板A股
2727,1,600847,19940324,沪市主板A股
2728,1,600848,19940324,沪市主板A股
2729,1,600850,19940324,沪市主板A股
2730,1,600851,19940404,沪市主板A股
2731,1,600853,19940404,沪市主板A股
2732,1,600854,19940425,沪市主板A股
2733,1,600855,19940425,沪市主板A股
2734,1,600856,19940425,沪市主板A股
2735,1,600857,19940425,沪市主板A股
2736,1,600858,19940506,沪市主板A股
2737,1,600859,19940506,沪市主板A股
2738,1,600860,19940506,沪市主板A股
2739,1,600861,19940520,沪市主板A股
2740,1,600862,19940520,沪市主板A股
2741,1,600863,19940520,沪市主板A股
2742,1,600864,19940809,沪市主板A股
2743,1,600865,19940809,沪市主板A股
2744,1,600866,19940818,沪市主板A股
2745,1,600867,19940824,沪市主板A股
2746,1,600868,19940912,沪市主板A股
2747,1,600869,19950206,沪市主板A股
2748,1,600870,19950228,沪市主板A股
2749,1,600871,19950411,沪市主板A股
2750,1,600872,19950124,沪市主板A股
2751,1,600873,19950217,沪市主板A股
2752,1,600874,19950630,沪市主板A股
2753,1,600875,19951010,沪市主板A股
2754,1,600876,19951031,沪市主板A股
2755,1,600877,19951013,沪市主板A股
2756,1,600879,19951115,沪市主板A股
2757,1,600880,19951115,沪市主板A股
2758,1,600881,19951115,沪市主板A股
2759,1,600882,19951206,沪市主板A股
2760,1,600883,19951208,沪市主板A股
2761,1,600884,19960130,沪市主板A股
2762,1,600885,19960205,沪市主板A股
2763,1,600886,19960118,沪市主板A股
2764,1,600887,19960312,沪市主板A股
2765,1,600888,19960215,沪市主板A股
2766,1,600889,19960308,沪市主板A股
2767,1,600890,19960318,沪市主板A股
2768,1,600891,19960325,沪市主板A股
2769,1,600892,19960315,沪市主板A股
2770,1,600893,19960408,沪市主板A股
2771,1,600894,19960328,沪市主板A股
2772,1,600895,19960422,沪市主板A股
2773,1,600896,19960503,沪市主板A股
2774,1,600897,19960531,沪市主板A股
2775,1,600898,19960418,沪市主板A股
2776,1,600900,20031118,沪市主板A股
2777,1,600960,20040407,沪市主板A股
2778,1,600961,20040830,沪市主板A股
2779,1,600962,20040622,沪市主板A股
2780,1,600963,20040525,沪市主板A股
2781,1,600965,20040713,沪市主板A股
2782,1,600966,20040608,沪市主板A股
2783,1,600967,20040518,沪市主板A股
2784,1,600969,20040408,沪市主板A股
2785,1,600970,20050412,沪市主板A股
2786,1,600971,20040817,沪市主板A股
2787,1,600973,20040802,沪市主板A股
2788,1,600975,20040609,沪市主板A股
2789,1,600976,20040419,沪市主板A股
2790,1,600978,20040824,沪市主板A股
2791,1,600979,20040906,沪市主板A股
2792,1,600980,20040512,沪市主板A股
2793,1,600981,20040630,沪市主板A股
2794,1,600982,20040706,沪市主板A股
2795,1,600983,20040727,沪市主板A股
2796,1,600984,20040707,沪市主板A股
2797,1,600985,20040428,沪市主板A股
2798,1,600986,20040426,沪市主板A股
2799,1,600987,20040809,沪市主板A股
2800,1,600988,20040414,沪市主板A股
2801,1,600990,20040510,沪市主板A股
2802,1,600992,20040514,沪市主板A股
2803,1,600993,20040517,沪市主板A股
2804,1,600995,20040615,沪市主板A股
2805,1,600997,20040602,沪市主板A股
2806,1,600998,20101102,沪市主板A股
2807,1,600999,20091117,沪市主板A股
2808,1,601000,20100705,沪市主板A股
2809,1,601001,20060623,沪市主板A股
2810,1,601002,20070126,沪市主板A股
2811,1,601003,20070227,沪市主板A股
2812,1,601005,20070228,沪市主板A股
2813,1,601006,20060801,沪市主板A股
2814,1,601007,20070406,沪市主板A股
2815,1,601008,20070426,沪市主板A股
2816,1,601009,20070719,沪市主板A股
2817,1,601010,20110603,沪市主板A股
2818,1,601011,20110309,沪市主板A股
2819,1,601012,20120411,沪市主板A股
2820,1,601018,20100928,沪市主板A股
2821,1,601028,20111107,沪市主板A股
2822,1,601038,20120808,沪市主板A股
2823,1,601058,20110630,沪市主板A股
2824,1,601088,20071009,沪市主板A股
2825,1,601098,20101028,沪市主板A股
2826,1,601099,20071228,沪市主板A股
2827,1,601100,20111028,沪市主板A股
2828,1,601101,20100331,沪市主板A股
2829,1,601106,20100209,沪市主板A股
2830,1,601107,20090727,沪市主板A股
2831,1,601111,20060818,沪市主板A股
2832,1,601113,20110509,沪市主板A股
2833,1,601116,20110302,沪市主板A股
2834,1,601117,20100107,沪市主板A股
2835,1,601118,20110107,沪市主板A股
2836,1,601126,20101231,沪市主板A股
2837,1,601137,20110127,沪市主板A股
2838,1,601139,20091225,沪市主板A股
2839,1,601158,20100329,沪市主板A股
2840,1,601166,20070205,沪市主板A股
2841,1,601168,20070712,沪市主板A股
2842,1,601169,20070919,沪市主板A股
2843,1,601177,20101011,沪市主板A股
2844,1,601179,20100128,沪市主板A股
2845,1,601186,20080310,沪市主板A股
2846,1,601188,20100319,沪市主板A股
2847,1,601199,20110317,沪市主板A股
2848,1,601208,20110520,沪市主板A股
2849,1,601216,20110222,沪市主板A股
2850,1,601218,20110506,沪市主板A股
2851,1,601222,20110808,沪市主板A股
2852,1,601231,20120220,沪市主板A股
2853,1,601233,20110518,沪市主板A股
2854,1,601238,20120329,沪市主板A股
2855,1,601258,20110428,沪市主板A股
2856,1,601268,20100202,沪市主板A股
2857,1,601288,20100715,沪市主板A股
2858,1,601299,20091229,沪市主板A股
2859,1,601311,20110602,沪市主板A股
2860,1,601313,20120116,沪市主板A股
2861,1,601318,20070301,沪市主板A股
2862,1,601328,20070515,沪市主板A股
2863,1,601333,20061222,沪市主板A股
2864,1,601336,20111216,沪市主板A股
2865,1,601339,20120612,沪市主板A股
2866,1,601369,20100428,沪市主板A股
2867,1,601377,20101013,沪市主板A股
2868,1,601388,20120423,沪市主板A股
2869,1,601390,20071203,沪市主板A股
2870,1,601398,20061027,沪市主板A股
2871,1,601515,20120216,沪市主板A股
2872,1,601518,20100319,沪市主板A股
2873,1,601519,20110128,沪市主板A股
2874,1,601555,20111212,沪市主板A股
2875,1,601558,20110113,沪市主板A股
2876,1,601566,20110530,沪市主板A股
2877,1,601567,20110615,沪市主板A股
2878,1,601588,20061016,沪市主板A股
2879,1,601599,20110527,沪市主板A股
2880,1,601600,20070430,沪市主板A股
2881,1,601601,20071225,沪市主板A股
2882,1,601607,19940324,沪市主板A股
2883,1,601608,20120706,沪市主板A股
2884,1,601616,20110201,沪市主板A股
2885,1,601618,20090921,沪市主板A股
2886,1,601628,20070109,沪市主板A股
2887,1,601633,20110928,沪市主板A股
2888,1,601636,20110812,沪市主板A股
2889,1,601666,20061123,沪市主板A股
2890,1,601668,20090729,沪市主板A股
2891,1,601669,20111018,沪市主板A股
2892,1,601677,20110919,沪市主板A股
2893,1,601678,20100223,沪市主板A股
2894,1,601688,20100226,沪市主板A股
2895,1,601699,20060922,沪市主板A股
2896,1,601700,20110118,沪市主板A股
2897,1,601717,20100803,沪市主板A股
2898,1,601718,20100816,沪市主板A股
2899,1,601727,20081205,沪市主板A股
2900,1,601766,20080818,沪市主板A股
2901,1,601777,20101125,沪市主板A股
2902,1,601788,20090818,沪市主板A股
2903,1,601789,20110816,沪市主板A股
2904,1,601798,20110622,沪市主板A股
2905,1,601799,20110201,沪市主板A股
2906,1,601800,20120309,沪市主板A股
2907,1,601801,20100118,沪市主板A股
2908,1,601808,20070928,沪市主板A股
2909,1,601818,20100818,沪市主板A股
2910,1,601857,20071105,沪市主板A股
2911,1,601866,20071212,沪市主板A股
2912,1,601872,20061201,沪市主板A股
2913,1,601877,20100121,沪市主板A股
2914,1,601880,20101206,沪市主板A股
2915,1,601886,20110818,沪市主板A股
2916,1,601888,20091015,沪市主板A股
2917,1,601890,20101228,沪市主板A股
2918,1,601898,20080201,沪市主板A股
2919,1,601899,20080425,沪市主板A股
2920,1,601901,20110810,沪市主板A股
2921,1,601908,20110908,沪市主板A股
2922,1,601918,20071219,沪市主板A股
2923,1,601919,20070626,沪市主板A股
2924,1,601928,20111130,沪市主板A股
2925,1,601929,20120223,沪市主板A股
2926,1,601933,20101215,沪市主板A股
2927,1,601939,20070925,沪市主板A股
2928,1,601958,20080417,沪市主板A股
2929,1,601965,20120611,沪市主板A股
2930,1,601988,20060705,沪市主板A股
2931,1,601989,20091216,沪市主板A股
2932,1,601991,20061220,沪市主板A股
2933,1,601992,20110301,沪市主板A股
2934,1,601996,20110929,沪市主板A股
2935,1,601998,20070427,沪市主板A股
2936,1,601999,20071221,沪市主板A股
2937,1,603000,20120427,沪市主板A股
2938,1,603001,20120426,沪市主板A股
2939,1,603002,20120518,沪市主板A股
2940,1,603003,20120817,沪市主板A股
2941,1,603008,20120717,沪市主板A股
2942,1,603077,20120731,沪市主板A股
2943,1,603123,20120503,沪市主板A股
2944,1,603128,20120529,沪市主板A股
2945,1,603167,20120906,沪市主板A股
2946,1,603333,20120507,沪市主板A股
2947,1,603366,20120521,沪市主板A股
2948,1,603399,20120824,沪市主板A股
2949,1,603766,20120810,沪市主板A股
2950,1,603993,20121009,沪市主板A股
3004,0,002705,20140121,深市中小板A股
3005,0,300357,20140121,深市创业板A股
3006,0,300358,20140121,深市创业板A股
3007,0,000693,19970226,深市主板A股
3008,0,002706,20140121,深市中小板A股
3009,0,300360,20140121,深市创业板A股
3010,0,300362,20140121,深市创业板A股
3011,0,002708,20140121,深市中小板A股
3012,0,002709,20140123,深市中小板A股
3013,0,002712,20140123,深市中小板A股
3014,0,300359,20140121,深市创业板A股
3015,0,300370,20140123,深市创业板A股
3017,0,002707,20140123,深市中小板A股
3018,0,300365,20140123,深市创业板A股
3019,0,300368,20140123,深市创业板A股
3020,0,300371,20140123,深市创业板A股
3021,0,300373,20140123,深市创业板A股
3022,0,300375,20140127,深市创业板A股
3024,0,002721,20140127,深市中小板A股
3025,0,300366,20140127,深市创业板A股
3026,0,300372,20140127,深市创业板A股
3027,0,300377,20140127,深市创业板A股
3028,0,002711,20140127,深市中小板A股
3029,0,002714,20140128,深市中小板A股
3030,0,002716,20140128,深市中小板A股
3031,0,300376,20140127,深市创业板A股
3032,0,300378,20140127,深市创业板A股
3033,0,300380,20140128,深市创业板A股
3034,0,300381,20140128,深市创业板A股
3035,1,603699,20140117,沪市主板A股
3036,0,002718,20140128,深市中小板A股
3037,0,002719,20140128,深市中小板A股
3038,0,002722,20140128,深市中小板A股
3039,0,002723,20140129,深市中小板A股
3040,0,002725,20140129,深市中小板A股
3041,0,300379,20140128,深市创业板A股
3042,0,300382,20140129,深市创业板A股
3047,0,300363,20140129,深市创业板A股
3048,0,300367,20140129,深市创业板A股
3049,0,300369,20140129,深市创业板A股
3050,0,300383,20140129,深市创业板A股
3053,1,603308,20140122,沪市主板A股
3054,1,603555,20140124,沪市主板A股
3056,1,601225,20140128,沪市主板A股
3057,1,603005,20140210,沪市主板A股
3058,0,002713,20140219,深市中小板A股
3059,0,002715,20140219,深市中小板A股
3060,0,002717,20140219,深市中小板A股
3061,1,603288,20140211,沪市主板A股
3068,1,600087,19970612,沪市主板A股
3088,0,002726,20140626,深市中小板A股
3089,0,300385,20140626,深市创业板A股
3090,0,300386,20140626,深市创业板A股
3091,0,002727,20140702,深市中小板A股
3092,0,300387,20140702,深市创业板A股
3094,1,603006,20140630,沪市主板A股
3096,1,603328,20140701,沪市主板A股
3097,1,603168,20140702,沪市主板A股
3098,1,603369,20140703,沪市主板A股
3101,1,603009,20140718,沪市主板A股
3102,0,002728,20140731,深市中小板A股
3103,0,300390,20140731,深市创业板A股
3104,0,300384,20140801,深市创业板A股
3105,0,300388,20140801,深市创业板A股
3106,0,300389,20140801,深市创业板A股
3107,0,300391,20140801,深市创业板A股
3111,1,603126,20140731,沪市主板A股
3112,1,603111,20140801,沪市主板A股
3113,1,603100,20140805,沪市主板A股
3114,0,000751,19970626,深市主板A股
3115,1,600385,20010723,沪市主板A股
3116,1,603609,20140808,沪市主板A股
3122,1,603099,20140822,沪市主板A股
3126,1,601579,20140825,沪市主板A股
3127,0,002729,20140912,深市中小板A股
3128,0,300393,20140912,深市创业板A股
3129,0,300395,20140910,深市创业板A股
3130,0,300397,20140910,深市创业板A股
3131,0,300392,20140910,深市创业板A股
3132,0,300396,20140910,深市创业板A股
3135,1,603806,20140905,沪市主板A股
3136,1,603188,20140909,沪市主板A股
3142,0,002730,20141009,深市中小板A股
3143,0,300398,20141009,深市创业板A股
3144,0,300399,20141009,深市创业板A股
3145,0,300401,20141009,深市创业板A股
3146,0,300400,20141010,深市创业板A股
3147,0,300402,20141010,深市创业板A股
3148,1,603306,20140926,沪市主板A股
3149,1,601016,20140929,沪市主板A股
3150,1,600917,20140930,沪市主板A股
3151,1,603169,20141009,沪市主板A股
3152,1,603010,20141010,沪市主板A股
3153,1,603456,20141010,沪市主板A股
3154,1,603018,20141013,沪市主板A股
3155,1,603606,20141015,沪市主板A股
3160,0,300403,20141030,深市创业板A股
3161,0,300405,20141030,深市创业板A股
3162,0,300406,20141030,深市创业板A股
3163,1,603688,20141031,沪市主板A股
3164,0,002724,20141104,深市中小板A股
3165,0,002731,20141104,深市中小板A股
3166,1,603988,20141104,沪市主板A股
3169,1,601015,20141105,沪市主板A股
3170,1,603019,20141106,沪市主板A股
3171,1,603011,20141107,沪市主板A股
3172,1,603088,20141111,沪市主板A股
3173,0,002732,20141205,深市中小板A股
3174,0,002733,20141203,深市中小板A股
3175,0,002735,20141203,深市中小板A股
3176,0,300407,20141203,深市创业板A股
3177,0,300409,20141203,深市创业板A股
3178,0,300408,20141203,深市创业板A股
3179,1,603166,20141127,沪市主板A股
3182,1,601226,20141211,沪市主板A股
3183,1,601969,20141209,沪市主板A股
3184,1,603368,20141204,沪市主板A股
3185,1,603518,20141203,沪市主板A股
3186,1,603998,20141205,沪市主板A股
3194,0,002736,20141229,深市中小板A股
3195,0,002737,20141230,深市中小板A股
3196,0,002738,20141230,深市中小板A股
3197,0,300410,20141231,深市创业板A股
3198,0,300411,20141231,深市创业板A股
3199,0,300412,20141231,深市创业板A股
3200,1,601021,20150121,沪市主板A股
3201,1,603017,20141231,沪市主板A股
3202,1,603588,20141229,沪市主板A股
3203,1,603636,20141230,沪市主板A股
3204,1,603788,20150120,沪市主板A股
3205,1,603889,20141231,沪市主板A股
3220,0,002734,20150127,深市中小板A股
3221,0,002739,20150122,深市中小板A股
3222,0,002740,20150122,深市中小板A股
3223,0,300364,20150121,深市创业板A股
3224,0,300413,20150121,深市创业板A股
3225,0,300415,20150123,深市创业板A股
3226,0,300416,20150122,深市创业板A股
3227,0,300417,20150123,深市创业板A股
3228,0,300418,20150121,深市创业板A股
3229,1,601069,20150122,沪市主板A股
3230,1,603558,20150127,沪市主板A股
3231,1,603600,20150123,沪市主板A股
3232,1,603601,20150122,沪市主板A股
3233,1,603611,20150128,沪市主板A股
3234,1,603678,20150126,沪市主板A股
3235,1,603686,20150126,沪市主板A股
3236,1,603899,20150127,沪市主板A股
3238,0,300419,20150122,深市创业板A股
3239,1,603698,20150128,沪市主板A股
3240,1,603799,20150129,沪市主板A股
3242,0,000166,20150126,深市主板A股
3246,0,002741,20150216,深市中小板A股
3247,0,002742,20150217,深市中小板A股
3248,0,002743,20150217,深市中小板A股
3249,0,002745,20150217,深市中小板A股
3250,0,002746,20150216,深市中小板A股
3251,0,300394,20150217,深市创业板A股
3252,0,300420,20150217,深市创业板A股
3253,0,300421,20150217,深市创业板A股
3254,0,300422,20150217,深市创业板A股
3255,0,300423,20150217,深市创业板A股
3256,0,300425,20150216,深市创业板A股
3257,0,300426,20150217,深市创业板A股
3258,0,300427,20150217,深市创业板A股
3259,1,601198,20150226,沪市主板A股
3260,1,603015,20150303,沪市主板A股
3261,1,603118,20150225,沪市主板A股
3262,1,603222,20150217,沪市主板A股
3263,1,603309,20150302,沪市主板A股
3264,1,603618,20150217,沪市主板A股
3265,1,603828,20150226,沪市主板A股
3266,1,603898,20150217,沪市主板A股
3267,1,603939,20150217,沪市主板A股
3268,1,603969,20150227,沪市主板A股
3269,1,603997,20150302,沪市主板A股
3272,0,002747,20150320,深市中小板A股
3273,0,002748,20150319,深市中小板A股
3274,0,002749,20150320,深市中小板A股
3275,0,002750,20150324,深市中小板A股
3276,0,300374,20150319,深市创业板A股
3277,0,300428,20150319,深市创业板A股
3278,0,300429,20150324,深市创业板A股
3279,0,300430,20150319,深市创业板A股
3280,0,300431,20150324,深市创业板A股
3281,0,300432,20150319,深市创业板A股
3282,0,300433,20150318,深市创业板A股
3283,1,600958,20150323,沪市主板A股
3284,1,601689,20150319,沪市主板A股
3285,1,603012,20150320,沪市主板A股
3286,1,603020,20150325,沪市主板A股
3287,1,603030,20150320,沪市主板A股
3288,1,603158,20150320,沪市主板A股
3289,1,603199,20150326,沪市主板A股
3290,1,603268,20150319,沪市主板A股
3291,1,603338,20150325,沪市主板A股
3292,1,603519,20150319,沪市主板A股
3293,1,603729,20150324,沪市主板A股
3294,1,603869,20150326,沪市主板A股
3295,0,300435,20150326,深市创业板A股
3296,0,002751,20150424,深市中小板A股
3297,0,002752,20150422,深市中小板A股
3298,0,002753,20150519,深市中小板A股
3299,0,002755,20150515,深市中小板A股
3300,0,002756,20150515,深市中小板A股
3301,0,002757,20150527,深市中小板A股
3302,0,002758,20150527,深市中小板A股
3303,0,002759,20150528,深市中小板A股
3304,0,002760,20150611,深市中小板A股
3305,0,002761,20150610,深市中小板A股
3306,0,002762,20150610,深市中小板A股
3307,0,002763,20150610,深市中小板A股
3308,0,002765,20150612,深市中小板A股
3309,0,002766,20150611,深市中小板A股
3310,0,002767,20150612,深市中小板A股
3311,0,002768,20150630,深市中小板A股
3312,0,002769,20150629,深市中小板A股
3313,0,002770,20150630,深市中小板A股
3314,0,002771,20150629,深市中小板A股
3315,0,002772,20150626,深市中小板A股
3316,0,002773,20150626,深市中小板A股
3317,0,002775,20150629,深市中小板A股
3318,0,002776,20150626,深市中小板A股
3434,0,300404,20150424,深市创业板A股
3435,0,300414,20150513,深市创业板A股
3436,0,300424,20150422,深市创业板A股
3437,0,300434,20150424,深市创业板A股
3438,0,300436,20150422,深市创业板A股
3439,0,300437,20150423,深市创业板A股
3440,0,300438,20150424,深市创业板A股
3441,0,300439,20150422,深市创业板A股
3442,0,300440,20150423,深市创业板A股
3443,0,300441,20150423,深市创业板A股
3444,0,300442,20150424,深市创业板A股
3445,0,300443,20150422,深市创业板A股
3446,0,300444,20150423,深市创业板A股
3447,0,300445,20150424,深市创业板A股
3448,0,300446,20150423,深市创业板A股
3449,0,300447,20150422,深市创业板A股
3450,0,300448,20150424,深市创业板A股
3451,0,300449,20150422,深市创业板A股
3452,0,300450,20150518,深市创业板A股
3453,0,300451,20150514,深市创业板A股
3454,0,300452,20150515,深市创业板A股
3455,0,300453,20150515,深市创业板A股
3456,0,300455,20150515,深市创业板A股
3457,0,300456,20150514,深市创业板A股
3458,0,300457,20150514,深市创业板A股
3459,0,300458,20150515,深市创业板A股
3460,0,300459,20150515,深市创业板A股
3461,0,300460,20150515,深市创业板A股
3462,0,300461,20150519,深市创业板A股
3463,0,300462,20150527,深市创业板A股
3464,0,300463,20150528,深市创业板A股
3465,0,300464,20150610,深市创业板A股
3466,0,300465,20150528,深市创业板A股
3467,0,300466,20150528,深市创业板A股
3468,0,300467,20150527,深市创业板A股
3469,0,300468,20150527,深市创业板A股
3470,0,300469,20150611,深市创业板A股
3471,0,300470,20150612,深市创业板A股
3472,0,300471,20150611,深市创业板A股
3473,0,300472,20150611,深市创业板A股
3474,0,300473,20150612,深市创业板A股
3475,0,300475,20150610,深市创业板A股
3476,0,300476,20150611,深市创业板A股
3477,0,300477,20150610,深市创业板A股
3478,0,300478,20150610,深市创业板A股
3479,0,300479,20150612,深市创业板A股
3480,0,300480,20150702,深市创业板A股
3481,0,300481,20150630,深市创业板A股
3482,0,300482,20150630,深市创业板A股
3483,0,300483,20150630,深市创业板A股
3484,0,300485,20150626,深市创业板A股
3485,0,300486,20150630,深市创业板A股
3486,0,300487,20150702,深市创业板A股
3487,0,300488,20150701,深市创业板A股
3488,0,300489,20150701,深市创业板A股
3515,1,600959,20150428,沪市主板A股
3516,1,601211,20150626,沪市主板A股
3517,1,601368,20150612,沪市主板A股
3518,1,601968,20150611,沪市主板A股
3519,1,601985,20150610,沪市主板A股
3520,1,603021,20150423,沪市主板A股
3521,1,603022,20150518,沪市主板A股
3522,1,603023,20150527,沪市主板A股
3523,1,603025,20150422,沪市主板A股
3524,1,603026,20150529,沪市主板A股
3525,1,603066,20150611,沪市主板A股
3526,1,603085,20150630,沪市主板A股
3527,1,603108,20150527,沪市主板A股
3528,1,603116,20150629,沪市主板A股
3529,1,603117,20150629,沪市主板A股
3530,1,603198,20150528,沪市主板A股
3531,1,603223,20150630,沪市主板A股
3532,1,603227,20150515,沪市主板A股
3533,1,603300,20150529,沪市主板A股
3534,1,603311,20150518,沪市主板A股
3535,1,603315,20150424,沪市主板A股
3536,1,603318,20150424,沪市主板A股
3537,1,603355,20150513,沪市主板A股
3538,1,603566,20150518,沪市主板A股
3539,1,603567,20150424,沪市主板A股
3540,1,603568,20150528,沪市主板A股
3541,1,603589,20150629,沪市主板A股
3542,1,603598,20150527,沪市主板A股
3543,1,603599,20150513,沪市主板A股
3544,1,603616,20150611,沪市主板A股
3545,1,603669,20150528,沪市主板A股
3546,1,603703,20150423,沪市主板A股
3547,1,603718,20150515,沪市主板A股
3548,1,603789,20150427,沪市主板A股
3549,1,603808,20150422,沪市主板A股
3550,1,603818,20150422,沪市主板A股
3551,1,603838,20150701,沪市主板A股
3552,1,603883,20150423,沪市主板A股
3553,1,603885,20150527,沪市主板A股
3554,1,603901,20150529,沪市主板A股
3555,1,603918,20150528,沪市主板A股
3556,1,603968,20150518,沪市主板A股
3557,1,603979,20150630,沪市主板A股
3558,1,603989,20150515,沪市主板A股
3627,0,002779,20151209,深市中小板A股
3628,0,002780,20151209,深市中小板A股
3629,0,002783,20151209,深市中小板A股
3631,0,300493,20151210,深市创业板A股
3632,0,300496,20151210,深市创业板A股
3633,0,300498,20151102,深市创业板A股
3634,0,002777,20151231,深市中小板A股
3635,0,002778,20160106,深市中小板A股
3636,0,002781,20151222,深市中小板A股
3637,0,002782,20151222,深市中小板A股
3638,0,002785,20151223,深市中小板A股
3639,0,002786,20151223,深市中小板A股
3640,0,002787,20151231,深市中小板A股
3641,0,300490,20151231,深市创业板A股
3642,0,300491,20151231,深市创业板A股
3643,0,300492,20151223,深市创业板A股
3644,0,300494,20151231,深市创业板A股
3645,0,300495,20151222,深市创业板A股
3646,0,300497,20151222,深市创业板A股
3650,1,601155,20151204,沪市主板A股
3651,1,603398,20151209,沪市主板A股
3652,1,603696,20151209,沪市主板A股
3653,1,603800,20151210,沪市主板A股
3654,1,603936,20151209,沪市主板A股
3655,1,603999,20151210,沪市主板A股
3656,1,603299,20151231,沪市主板A股
3657,1,603508,20151224,沪市主板A股
3658,1,603778,20151231,沪市主板A股
3659,1,603866,20151222,沪市主板A股
3660,1,603996,20151222,沪市主板A股
3661,0,001979,20151230,深市主板A股
3665,0,300499,20160202,深市创业板A股
3666,1,601900,20160215,沪市主板A股
3667,1,603377,20160205,沪市主板A股
3668,0,002788,20160218,深市中小板A股
3669,0,300500,20160204,深市创业板A股
3670,0,300501,20160204,深市创业板A股
3671,1,603608,20160218,沪市主板A股
3674,0,002790,20160308,深市中小板A股
3676,1,603027,20160307,沪市主板A股
3677,1,603520,20160309,沪市主板A股
3679,0,300502,20160303,深市创业板A股
3680,0,300503,20160309,深市创业板A股
3681,1,603919,20160310,沪市主板A股
3682,0,002789,20160311,深市中小板A股
3685,0,300505,20160315,深市创业板A股
3686,1,601020,20160316,沪市主板A股
3689,1,603861,20160322,沪市主板A股
3690,0,300506,20160324,深市创业板A股
3691,0,300484,20160322,深市创业板A股
3692,0,002791,20160329,深市中小板A股
3693,0,002792,20160328,深市中小板A股
3695,0,300474,20160331,深市创业板A股
3696,1,603028,20160331,沪市主板A股
3697,1,603798,20160406,沪市主板A股
3701,0,002793,20160415,深市中小板A股
3702,0,300507,20160429,深市创业板A股
3703,1,603701,20160412,沪市主板A股
3704,1,603868,20160418,沪市主板A股
3705,0,300508,20160419,深市创业板A股
3706,1,603726,20160421,沪市主板A股
3708,1,603029,20160427,沪市主板A股
3709,0,002795,20160428,深市中小板A股
3710,0,300509,20160425,深市创业板A股
3711,0,300511,20160504,深市创业板A股
3712,1,603528,20160503,沪市主板A股
3713,1,603822,20160428,沪市主板A股
3714,0,300510,20160506,深市创业板A股
3715,1,603101,20160506,沪市主板A股
3716,0,002796,20160510,深市中小板A股
3717,0,002797,20160511,深市中小板A股
3718,1,603779,20160516,沪市主板A股
3719,1,603959,20160517,沪市主板A股
3720,1,603339,20160519,沪市主板A股
3721,0,002798,20160525,深市中小板A股
3722,0,300512,20160526,深市创业板A股
3725,0,300513,20160530,深市创业板A股
3726,0,300516,20160602,深市创业板A股
3727,1,601611,20160606,沪市主板A股
